,Total,Owner occupied,Renter occupied
"St. Regis Falls CDP, New York: Summary level: 160, state:36> place:64716",176,134,42
"Salisbury Mills CDP, New York: Summary level: 160, state:36> place:64859",73,55,18
"Salt Point CDP, New York: Summary level: 160, state:36> place:64892",55,55,0
"Sanborn CDP, New York: Summary level: 160, state:36> place:64958",549,371,178
"Savannah CDP, New York: Summary level: 160, state:36> place:65332",195,144,51
"Schroon Lake CDP, New York: Summary level: 160, state:36> place:65640",304,211,93
"Scio CDP, New York: Summary level: 160, state:36> place:65761",255,224,31
"Rushford CDP, New York: Summary level: 160, state:36> place:64155",177,121,56
"Scottsburg CDP, New York: Summary level: 160, state:36> place:65926",33,33,0
"Smithville Flats CDP, New York: Summary level: 160, state:36> place:68088",152,121,31
"South Lima CDP, New York: Summary level: 160, state:36> place:69364",104,96,8
"Sparkill CDP, New York: Summary level: 160, state:36> place:70068",560,527,33
"Springwater Hamlet CDP, New York: Summary level: 160, state:36> place:70477",156,118,38
"Stony Brook University CDP, New York: Summary level: 160, state:36> place:71620",17,15,2
"Strykersville CDP, New York: Summary level: 160, state:36> place:71817",282,228,54
"Sunset Bay CDP, New York: Summary level: 160, state:36> place:72246",254,195,59
"SUNY Oswego CDP, New York: Summary level: 160, state:36> place:72327",7,0,7
"Thousand Island Park CDP, New York: Summary level: 160, state:36> place:73726",39,39,0
"Three Mile Bay CDP, New York: Summary level: 160, state:36> place:73737",100,87,13
"Titusville CDP, New York: Summary level: 160, state:36> place:74017",269,245,24
"Tuscarora CDP, New York: Summary level: 160, state:36> place:75726",27,27,0
"University at Buffalo CDP, New York: Summary level: 160, state:36> place:76280",95,0,95
"Verona CDP, New York: Summary level: 160, state:36> place:77167",351,288,63
"Wadsworth CDP, New York: Summary level: 160, state:36> place:77783",123,97,26
"Wanakah CDP, New York: Summary level: 160, state:36> place:78124",1275,1178,97
"Washington Mills CDP, New York: Summary level: 160, state:36> place:78454",725,389,336
"Websters Crossing CDP, New York: Summary level: 160, state:36> place:78982",14,14,0
"West Chazy CDP, New York: Summary level: 160, state:36> place:79543",233,133,100
"Westmoreland CDP, New York: Summary level: 160, state:36> place:80522",318,173,145
"Bliss CDP, New York: Summary level: 160, state:36> place:06904",210,195,15
"Port Gibson CDP, New York: Summary level: 160, state:36> place:59322",162,142,20
"Busti CDP, New York: Summary level: 160, state:36> place:11440",99,81,18
"Byersville CDP, New York: Summary level: 160, state:36> place:11550",17,17,0
"Blodgett Mills CDP, New York: Summary level: 160, state:36> place:06937",110,110,0
"Bolton Landing CDP, New York: Summary level: 160, state:36> place:07245",254,145,109
"Breesport CDP, New York: Summary level: 160, state:36> place:08004",222,222,0
"Tuckahoe CDP, New York: Summary level: 160, state:36> place:75572",365,291,74
"Millport village, New York: Summary level: 160, state:36> place:47427",152,122,30
"Richville village, New York: Summary level: 160, state:36> place:61621",109,97,12
"Red Creek village, New York: Summary level: 160, state:36> place:60829",215,128,87
"Wolcott village, New York: Summary level: 160, state:36> place:82678",726,415,311
"Wappingers Falls village, New York: Summary level: 160, state:36> place:78168",2098,743,1355
"Alexander village, New York: Summary level: 160, state:36> place:01154",236,127,109
"West Sayville CDP, New York: Summary level: 160, state:36> place:80885",1604,1386,218
"Wheatley Heights CDP, New York: Summary level: 160, state:36> place:81419",1300,1160,140
"Chappaqua CDP, New York: Summary level: 160, state:36> place:13805",523,471,52
"Frankfort village, New York: Summary level: 160, state:36> place:27188",940,654,286
"Ilion village, New York: Summary level: 160, state:36> place:37275",3094,2000,1094
"Kensington village, New York: Summary level: 160, state:36> place:39309",421,391,30
"Niagara Falls city, New York: Summary level: 160, state:36> place:51055",21474,12343,9131
"North Tonawanda city, New York: Summary level: 160, state:36> place:53682",13645,9420,4225
"Ransomville CDP, New York: Summary level: 160, state:36> place:60598",562,456,106
"Hewlett Bay Park village, New York: Summary level: 160, state:36> place:34297",133,132,1
"Hewlett Harbor village, New York: Summary level: 160, state:36> place:34308",378,375,3
"Lake Placid village, New York: Summary level: 160, state:36> place:40761",940,271,669
"Canandaigua city, New York: Summary level: 160, state:36> place:12144",4792,2735,2057
"Manchester village, New York: Summary level: 160, state:36> place:44853",742,557,185
"Cato village, New York: Summary level: 160, state:36> place:12958",233,153,80
"Moravia village, New York: Summary level: 160, state:36> place:48296",572,377,195
"East Williston village, New York: Summary level: 160, state:36> place:23217",801,790,11
"Flower Hill village, New York: Summary level: 160, state:36> place:26352",1571,1414,157
"Chaumont village, New York: Summary level: 160, state:36> place:14036",267,186,81
"Fort Drum CDP, New York: Summary level: 160, state:36> place:26759",3248,28,3220
"Mannsville village, New York: Summary level: 160, state:36> place:45073",122,93,29
"Nelliston village, New York: Summary level: 160, state:36> place:49748",218,149,69
"Firthcliffe CDP, New York: Summary level: 160, state:36> place:25857",2012,1112,900
"Seaford CDP, New York: Summary level: 160, state:36> place:66058",5083,4500,583
"Wyoming village, New York: Summary level: 160, state:36> place:83371",153,117,36
"Brewster Hill CDP, New York: Summary level: 160, state:36> place:08092",738,677,61
"Hammond village, New York: Summary level: 160, state:36> place:31830",107,69,38
"Harrisville village, New York: Summary level: 160, state:36> place:32424",232,166,66
"Clinton village, New York: Summary level: 160, state:36> place:16419",727,501,226
"Alden village, New York: Summary level: 160, state:36> place:01088",1173,810,363
"Sodus Point village, New York: Summary level: 160, state:36> place:68242",462,367,95
"Hillside Lake CDP, New York: Summary level: 160, state:36> place:34803",339,298,41
"Churchville village, New York: Summary level: 160, state:36> place:15638",911,696,215
"West Nyack CDP, New York: Summary level: 160, state:36> place:80599",1470,1374,96
"Cold Brook village, New York: Summary level: 160, state:36> place:16815",117,90,27
"Chatham village, New York: Summary level: 160, state:36> place:14003",713,397,316
"Spencerport village, New York: Summary level: 160, state:36> place:70189",1438,1074,364
"Sayville CDP, New York: Summary level: 160, state:36> place:65409",5547,4214,1333
"Wading River CDP, New York: Summary level: 160, state:36> place:77772",2642,2401,241
"Argyle village, New York: Summary level: 160, state:36> place:02550",206,121,85
"Northampton CDP, New York: Summary level: 160, state:36> place:51418",203,131,72
"Allegany village, New York: Summary level: 160, state:36> place:01286",742,415,327
"Sag Harbor village, New York: Summary level: 160, state:36> place:64485",993,720,273
"Franklinville village, New York: Summary level: 160, state:36> place:27331",633,414,219
"Hillside CDP, New York: Summary level: 160, state:36> place:34786",342,337,5
"North Collins village, New York: Summary level: 160, state:36> place:51792",478,299,179
"East Atlantic Beach CDP, New York: Summary level: 160, state:36> place:21578",760,615,145
"Malverne Park Oaks CDP, New York: Summary level: 160, state:36> place:44792",151,151,0
"Oceanside CDP, New York: Summary level: 160, state:36> place:54441",10618,9411,1207
"Adams village, New York: Summary level: 160, state:36> place:00199",642,362,280
"Ellisburg village, New York: Summary level: 160, state:36> place:24075",89,60,29
"Philadelphia village, New York: Summary level: 160, state:36> place:57551",486,187,299
"Hobart village, New York: Summary level: 160, state:36> place:34979",169,125,44
"Theresa village, New York: Summary level: 160, state:36> place:73517",278,186,92
"Watertown city, New York: Summary level: 160, state:36> place:78608",11110,4466,6644
"Morris village, New York: Summary level: 160, state:36> place:48483",219,137,82
"Otego village, New York: Summary level: 160, state:36> place:55618",414,265,149
"Castleton-on-Hudson village, New York: Summary level: 160, state:36> place:12870",552,357,195
"Hampton Manor CDP, New York: Summary level: 160, state:36> place:31918",979,718,261
"Poestenkill CDP, New York: Summary level: 160, state:36> place:58794",427,343,84
"Windham CDP, New York: Summary level: 160, state:36> place:82469",133,92,41
"Wilson village, New York: Summary level: 160, state:36> place:82359",506,373,133
"Mariaville Lake CDP, New York: Summary level: 160, state:36> place:45573",134,134,0
"Altona CDP, New York: Summary level: 160, state:36> place:01572",105,71,34
"Parc CDP, New York: Summary level: 160, state:36> place:56291",27,10,17
"Brewster village, New York: Summary level: 160, state:36> place:08070",791,180,611
"Afton village, New York: Summary level: 160, state:36> place:00342",436,287,149
"Smyrna village, New York: Summary level: 160, state:36> place:68099",107,67,40
"Oneida city, New York: Summary level: 160, state:36> place:54837",4436,2610,1826
"Sea Cliff village, New York: Summary level: 160, state:36> place:66047",1909,1366,543
"Valley Stream village, New York: Summary level: 160, state:36> place:76705",12116,9868,2248
"Cazenovia village, New York: Summary level: 160, state:36> place:13145",945,578,367
"Earlville village, New York: Summary level: 160, state:36> place:21523",414,290,124
"Cortland city, New York: Summary level: 160, state:36> place:18388",6537,3225,3312
"Albertson CDP, New York: Summary level: 160, state:36> place:01011",1795,1718,77
"Bath village, New York: Summary level: 160, state:36> place:04759",2728,1333,1395
"South Corning village, New York: Summary level: 160, state:36> place:68847",533,343,190
"Wayland village, New York: Summary level: 160, state:36> place:78850",757,539,218
"Tully village, New York: Summary level: 160, state:36> place:75627",425,207,218
"Marcellus village, New York: Summary level: 160, state:36> place:45480",822,458,364
"Syracuse city, New York: Summary level: 160, state:36> place:73000",55306,21415,33891
"Warsaw village, New York: Summary level: 160, state:36> place:78333",1544,648,896
"Cohocton village, New York: Summary level: 160, state:36> place:16727",309,241,68
"Hammondsport village, New York: Summary level: 160, state:36> place:31852",269,162,107
"Northeast Ithaca CDP, New York: Summary level: 160, state:36> place:51915",1062,542,520
"Schenectady city, New York: Summary level: 160, state:36> place:65508",22694,11304,11390
"Fulton city, New York: Summary level: 160, state:36> place:27815",4662,2681,1981
"Hannibal village, New York: Summary level: 160, state:36> place:32017",206,129,77
"Jeffersonville village, New York: Summary level: 160, state:36> place:38506",150,84,66
"Livingston Manor CDP, New York: Summary level: 160, state:36> place:42928",387,225,162
"Dresden village, New York: Summary level: 160, state:36> place:20896",117,91,26
"Whitehall village, New York: Summary level: 160, state:36> place:81622",904,538,366
"Nesconset CDP, New York: Summary level: 160, state:36> place:49825",4609,4088,521
"New Suffolk CDP, New York: Summary level: 160, state:36> place:50727",117,83,34
"North Amityville CDP, New York: Summary level: 160, state:36> place:51396",4952,3108,1844
"Roslyn village, New York: Summary level: 160, state:36> place:63770",1310,912,398
"Dansville village, New York: Summary level: 160, state:36> place:19664",2036,1257,779
"Nunda village, New York: Summary level: 160, state:36> place:54078",538,302,236
"Leeds CDP, New York: Summary level: 160, state:36> place:41784",96,77,19
"Fairview CDP (Westchester County), New York: Summary level: 160, state:36> place:25120",1092,394,698
"Coxsackie village, New York: Summary level: 160, state:36> place:18718",1038,697,341
"Hunter village, New York: Summary level: 160, state:36> place:36167",305,183,122
"Glasco CDP, New York: Summary level: 160, state:36> place:29014",973,677,296
"Kingston city, New York: Summary level: 160, state:36> place:39727",9361,4356,5005
"Plattekill CDP, New York: Summary level: 160, state:36> place:58541",311,147,164
"Natural Bridge CDP, New York: Summary level: 160, state:36> place:49605",135,112,23
"Laurens village, New York: Summary level: 160, state:36> place:41520",77,46,31
"Ellenville village, New York: Summary level: 160, state:36> place:23965",1592,734,858
"Gardiner CDP, New York: Summary level: 160, state:36> place:28244",307,243,64
"Hurley CDP, New York: Summary level: 160, state:36> place:37132",1398,1211,187
"Shokan CDP, New York: Summary level: 160, state:36> place:67081",453,413,40
"Zena CDP, New York: Summary level: 160, state:36> place:84187",433,404,29
"Averill Park CDP, New York: Summary level: 160, state:36> place:03320",610,477,133
"Rensselaer city, New York: Summary level: 160, state:36> place:61148",4109,1611,2498
"Oxford village, New York: Summary level: 160, state:36> place:55948",680,360,320
"Bayville village, New York: Summary level: 160, state:36> place:05034",2500,2038,462
"Bethpage CDP, New York: Summary level: 160, state:36> place:06387",5911,5382,529
"Carle Place CDP, New York: Summary level: 160, state:36> place:12419",1757,1271,486
"Rifton CDP, New York: Summary level: 160, state:36> place:61797",128,65,63
"Saugerties village, New York: Summary level: 160, state:36> place:65288",1765,921,844
"Walker Valley CDP, New York: Summary level: 160, state:36> place:77948",355,295,60
"Geneva city, New York: Summary level: 160, state:36> place:28640",4545,2255,2290
"Bolivar village, New York: Summary level: 160, state:36> place:07190",435,276,159
"Cuba village, New York: Summary level: 160, state:36> place:19356",582,375,207
"Wellsville village, New York: Summary level: 160, state:36> place:79092",2164,1119,1045
"Green Island village, New York: Summary level: 160, state:36> place:30521",1247,485,762
"Sloan village, New York: Summary level: 160, state:36> place:67686",1640,1052,588
"Aurora village, New York: Summary level: 160, state:36> place:03188",118,87,31
"Cayuga village, New York: Summary level: 160, state:36> place:13068",220,167,53
"Weedsport village, New York: Summary level: 160, state:36> place:79015",769,463,306
"Mooers CDP, New York: Summary level: 160, state:36> place:48241",229,192,37
"Lakeland CDP, New York: Summary level: 160, state:36> place:40607",1094,871,223
"Skaneateles village, New York: Summary level: 160, state:36> place:67510",1089,780,309
"Warrensburg CDP, New York: Summary level: 160, state:36> place:78289",1398,835,563
"Little Falls city, New York: Summary level: 160, state:36> place:42741",1820,1083,737
"Newport village, New York: Summary level: 160, state:36> place:50573",253,160,93
"Copake Lake CDP, New York: Summary level: 160, state:36> place:18124",228,184,44
"Granville village, New York: Summary level: 160, state:36> place:30026",1146,597,549
"Victory village, New York: Summary level: 160, state:36> place:77431",204,150,54
"Bay Shore CDP, New York: Summary level: 160, state:36> place:04935",9081,5776,3305
"Calverton CDP, New York: Summary level: 160, state:36> place:11781",3330,2937,393
"Commack CDP, New York: Summary level: 160, state:36> place:17530",11978,11070,908
"Dering Harbor village, New York: Summary level: 160, state:36> place:20379",0,0,0
"East Hampton village, New York: Summary level: 160, state:36> place:22183",517,409,108
"Islandia village, New York: Summary level: 160, state:36> place:37840",960,871,89
"Lake Grove village, New York: Summary level: 160, state:36> place:40530",3894,3296,598
"Laurel CDP, New York: Summary level: 160, state:36> place:41465",408,378,30
"Middle Island CDP, New York: Summary level: 160, state:36> place:46976",4146,3064,1082
"North Babylon CDP, New York: Summary level: 160, state:36> place:51440",5646,4671,975
"North Bellport CDP, New York: Summary level: 160, state:36> place:51528",3530,2014,1516
"Ocean Beach village, New York: Summary level: 160, state:36> place:54430",14,14,0
"Endicott village, New York: Summary level: 160, state:36> place:24515",5697,2378,3319
"Endwell CDP, New York: Summary level: 160, state:36> place:24526",5207,3809,1398
"Amenia CDP, New York: Summary level: 160, state:36> place:01682",444,272,172
"Brinckerhoff CDP, New York: Summary level: 160, state:36> place:08334",968,783,185
"Dover Plains CDP, New York: Summary level: 160, state:36> place:20841",544,211,333
"Fairview CDP (Dutchess County), New York: Summary level: 160, state:36> place:25109",1759,1248,511
"Millerton village, New York: Summary level: 160, state:36> place:47361",416,216,200
"Staatsburg CDP, New York: Summary level: 160, state:36> place:70552",158,130,28
"Avon village, New York: Summary level: 160, state:36> place:03353",1328,912,416
"Mattituck CDP, New York: Summary level: 160, state:36> place:46140",1940,1705,235
"Melville CDP, New York: Summary level: 160, state:36> place:46514",6681,5786,895
"Liverpool village, New York: Summary level: 160, state:36> place:42884",1098,703,395
"Mattydale CDP, New York: Summary level: 160, state:36> place:46151",2419,1623,796
"Glen Head CDP, New York: Summary level: 160, state:36> place:29245",1712,1487,225
"Great Neck Plaza village, New York: Summary level: 160, state:36> place:30213",3831,2194,1637
"Laurel Hollow village, New York: Summary level: 160, state:36> place:41487",583,548,35
"Long Beach city, New York: Summary level: 160, state:36> place:43335",14366,8123,6243
"Muttontown village, New York: Summary level: 160, state:36> place:49330",1209,1154,55
"North Lynbrook CDP, New York: Summary level: 160, state:36> place:53231",137,137,0
"North Wantagh CDP, New York: Summary level: 160, state:36> place:53792",4112,3856,256
"Old Bethpage CDP, New York: Summary level: 160, state:36> place:54551",1908,1759,149
"Greenlawn CDP, New York: Summary level: 160, state:36> place:30543",4399,3653,746
"Brentwood CDP, New York: Summary level: 160, state:36> place:08026",13677,10115,3562
"Cutchogue CDP, New York: Summary level: 160, state:36> place:19466",1245,1095,150
"Eastport CDP, New York: Summary level: 160, state:36> place:22810",702,580,122
"Napeague CDP, New York: Summary level: 160, state:36> place:49424",53,40,13
"North Patchogue CDP, New York: Summary level: 160, state:36> place:53319",2397,2046,351
"Northport village, New York: Summary level: 160, state:36> place:53396",2999,2335,664
"West Islip CDP, New York: Summary level: 160, state:36> place:80302",8476,8010,466
"Wyandanch CDP, New York: Summary level: 160, state:36> place:83294",2744,1715,1029
"Armonk CDP, New York: Summary level: 160, state:36> place:02649",1458,1252,206
"Crompond CDP, New York: Summary level: 160, state:36> place:19092",787,727,60
"Dobbs Ferry village, New York: Summary level: 160, state:36> place:20698",3671,2217,1454
"Asharoken village, New York: Summary level: 160, state:36> place:02737",173,150,23
"Baiting Hollow CDP, New York: Summary level: 160, state:36> place:04055",657,585,72
"Marathon village, New York: Summary level: 160, state:36> place:45392",339,235,104
"Baldwin Harbor CDP, New York: Summary level: 160, state:36> place:04154",2477,2268,209
"Altamont village, New York: Summary level: 160, state:36> place:01517",690,486,204
"Blasdell village, New York: Summary level: 160, state:36> place:06849",1183,681,502
"Buffalo city, New York: Summary level: 160, state:36> place:11000",110701,45208,65493
"Kenmore village, New York: Summary level: 160, state:36> place:39232",7009,4953,2056
"Valhalla CDP, New York: Summary level: 160, state:36> place:76639",1149,829,320
"Lincolndale CDP, New York: Summary level: 160, state:36> place:42455",548,481,67
"New Rochelle city, New York: Summary level: 160, state:36> place:50617",28073,14501,13572
"Peach Lake CDP, New York: Summary level: 160, state:36> place:56869",622,545,77
"Perry village, New York: Summary level: 160, state:36> place:57243",1404,886,518
"Dryden village, New York: Summary level: 160, state:36> place:20951",861,540,321
"Fonda village, New York: Summary level: 160, state:36> place:26462",284,175,109
"St. Johnsville village, New York: Summary level: 160, state:36> place:64639",708,387,321
"Constantia CDP, New York: Summary level: 160, state:36> place:17893",566,442,124
"Angola on the Lake CDP, New York: Summary level: 160, state:36> place:02220",796,622,174
"Baxter Estates village, New York: Summary level: 160, state:36> place:04803",451,286,165
"Stannards CDP, New York: Summary level: 160, state:36> place:70717",271,218,53
"Williamsville village, New York: Summary level: 160, state:36> place:82084",2431,1543,888
"Bridgewater CDP, New York: Summary level: 160, state:36> place:08169",177,129,48
"Clifton Springs village, New York: Summary level: 160, state:36> place:16375",942,536,406
"Huntington CDP, New York: Summary level: 160, state:36> place:36233",7053,5890,1163
"Huntington Station CDP, New York: Summary level: 160, state:36> place:37044",10017,7355,2662
"Lloyd Harbor village, New York: Summary level: 160, state:36> place:43005",1234,1153,81
"Northville CDP, New York: Summary level: 160, state:36> place:53775",583,533,50
"Northwest Harbor CDP, New York: Summary level: 160, state:36> place:53852",1654,1545,109
"Old Field village, New York: Summary level: 160, state:36> place:54617",301,278,23
"Setauket-East Setauket CDP, New York: Summary level: 160, state:36> place:66481",4865,4445,420
"Wainscott CDP, New York: Summary level: 160, state:36> place:77805",132,110,22
"Cattaraugus village, New York: Summary level: 160, state:36> place:13024",418,288,130
"South Dayton village, New York: Summary level: 160, state:36> place:68891",277,207,70
"West Carthage village, New York: Summary level: 160, state:36> place:79499",718,250,468
"Speculator village, New York: Summary level: 160, state:36> place:70123",72,61,11
"Fleischmanns village, New York: Summary level: 160, state:36> place:26209",98,63,35
"Ballston Spa village, New York: Summary level: 160, state:36> place:04253",2272,1316,956
"Milton CDP (Saratoga County), New York: Summary level: 160, state:36> place:47548",1268,1139,129
"Hewlett Neck village, New York: Summary level: 160, state:36> place:34319",143,141,2
"Jericho CDP, New York: Summary level: 160, state:36> place:38539",4682,3928,754
"Lawrence village, New York: Summary level: 160, state:36> place:41553",2162,1866,296
"Manorhaven village, New York: Summary level: 160, state:36> place:45106",2457,874,1583
"Merrick CDP, New York: Summary level: 160, state:36> place:46668",6906,6536,370
"Mineola village, New York: Summary level: 160, state:36> place:47636",7456,4859,2597
"New Cassel CDP, New York: Summary level: 160, state:36> place:50067",3290,2062,1228
"North Hills village, New York: Summary level: 160, state:36> place:53022",2658,2309,349
"Jamestown West CDP, New York: Summary level: 160, state:36> place:38275",1068,882,186
"Sinclairville village, New York: Summary level: 160, state:36> place:67488",279,197,82
"Castorland village, New York: Summary level: 160, state:36> place:12881",119,65,54
"Livonia village, New York: Summary level: 160, state:36> place:42950",527,402,125
"Norwood village, New York: Summary level: 160, state:36> place:54012",711,478,233
"Binghamton city, New York: Summary level: 160, state:36> place:06607",19873,8588,11285
"Whitney Point village, New York: Summary level: 160, state:36> place:81831",390,197,193
"Bergen village, New York: Summary level: 160, state:36> place:06046",426,354,72
"West Hampton Dunes village, New York: Summary level: 160, state:36> place:80186",28,28,0
"Apalachin CDP, New York: Summary level: 160, state:36> place:02308",528,299,229
"Newark Valley village, New York: Summary level: 160, state:36> place:49902",388,267,121
"Cairo CDP, New York: Summary level: 160, state:36> place:11638",439,262,177
"Palenville CDP, New York: Summary level: 160, state:36> place:56132",393,311,82
"Poland village, New York: Summary level: 160, state:36> place:58937",143,101,42
"Crown Heights CDP, New York: Summary level: 160, state:36> place:19229",1053,888,165
"Haviland CDP, New York: Summary level: 160, state:36> place:32776",1351,1189,162
"Pawling village, New York: Summary level: 160, state:36> place:56814",897,512,385
"Red Oaks Mill CDP, New York: Summary level: 160, state:36> place:60983",1236,1185,51
"Hillcrest CDP, New York: Summary level: 160, state:36> place:34693",1792,1474,318
"Mount Ivy CDP, New York: Summary level: 160, state:36> place:48879",2648,1740,908
"Preston-Potter Hollow CDP, New York: Summary level: 160, state:36> place:59831",118,118,0
"Shortsville village, New York: Summary level: 160, state:36> place:67257",517,437,80
"Gorham CDP, New York: Summary level: 160, state:36> place:29520",230,184,46
"Groveland Station CDP, New York: Summary level: 160, state:36> place:31022",93,83,10
"Guilford CDP, New York: Summary level: 160, state:36> place:31137",146,137,9
"Hailesboro CDP, New York: Summary level: 160, state:36> place:31346",291,209,82
"Hadley CDP, New York: Summary level: 160, state:36> place:31258",372,304,68
"Tillson CDP, New York: Summary level: 160, state:36> place:73902",620,567,53
"Saranac Lake village, New York: Summary level: 160, state:36> place:65233",2489,1360,1129
"Albion village, New York: Summary level: 160, state:36> place:01033",2274,1324,950
"Medina village, New York: Summary level: 160, state:36> place:46415",2691,1694,997
"Baywood CDP, New York: Summary level: 160, state:36> place:05039",2187,1803,384
"Brightwaters village, New York: Summary level: 160, state:36> place:08323",1144,1082,62
"Brookhaven CDP, New York: Summary level: 160, state:36> place:09000",1124,877,247
"East Patchogue CDP, New York: Summary level: 160, state:36> place:22733",8248,5278,2970
"Ames village, New York: Summary level: 160, state:36> place:01737",52,47,5
"Fultonville village, New York: Summary level: 160, state:36> place:27859",251,172,79
"Duanesburg CDP, New York: Summary level: 160, state:36> place:20995",127,112,15
"Fair Haven village, New York: Summary level: 160, state:36> place:24988",402,339,63
"Morrisonville CDP, New York: Summary level: 160, state:36> place:48538",577,517,60
"Rouses Point village, New York: Summary level: 160, state:36> place:63979",1009,593,416
"Cohoes city, New York: Summary level: 160, state:36> place:16749",7484,3064,4420
"Plainview CDP, New York: Summary level: 160, state:36> place:58442",8913,8093,820
"Port Washington North village, New York: Summary level: 160, state:36> place:59531",1229,730,499
"Roslyn Harbor village, New York: Summary level: 160, state:36> place:63803",326,314,12
"Searingtown CDP, New York: Summary level: 160, state:36> place:66102",1433,1406,27
"Thomaston village, New York: Summary level: 160, state:36> place:73605",949,803,146
"Clayville village, New York: Summary level: 160, state:36> place:16111",105,74,31
"New Hartford village, New York: Summary level: 160, state:36> place:50298",769,491,278
"Vernon village, New York: Summary level: 160, state:36> place:77112",502,241,261
"Whitesboro village, New York: Summary level: 160, state:36> place:81710",1714,901,813
"Fairmount CDP, New York: Summary level: 160, state:36> place:25043",4134,3226,908
"Village Green CDP, New York: Summary level: 160, state:36> place:77513",1885,1133,752
"Bay Park CDP, New York: Summary level: 160, state:36> place:04891",647,426,221
"McGraw village, New York: Summary level: 160, state:36> place:44193",356,196,160
"Munsons Corners CDP, New York: Summary level: 160, state:36> place:49242",1108,502,606
"Barnum Island CDP, New York: Summary level: 160, state:36> place:04550",922,692,230
"Bellerose village, New York: Summary level: 160, state:36> place:05639",399,382,17
"Bellmore CDP, New York: Summary level: 160, state:36> place:05738",5384,4748,636
"East Rockaway village, New York: Summary level: 160, state:36> place:22876",3761,2910,851
"Garden City Park CDP, New York: Summary level: 160, state:36> place:28189",2502,2170,332
"Harbor Isle CDP, New York: Summary level: 160, state:36> place:32105",395,395,0
"Hicksville CDP, New York: Summary level: 160, state:36> place:34374",13296,11618,1678
"Lattingtown village, New York: Summary level: 160, state:36> place:41432",632,546,86
"Levittown CDP, New York: Summary level: 160, state:36> place:42081",16391,15209,1182
"Locust Valley CDP, New York: Summary level: 160, state:36> place:43192",1246,851,395
"Lynbrook village, New York: Summary level: 160, state:36> place:43874",7168,5255,1913
"Manhasset CDP, New York: Summary level: 160, state:36> place:44897",2744,2094,650
"North Valley Stream CDP, New York: Summary level: 160, state:36> place:53748",5570,4928,642
"Old Brookville village, New York: Summary level: 160, state:36> place:54562",550,499,51
"Oyster Bay CDP, New York: Summary level: 160, state:36> place:55992",2675,1648,1027
"Oswego city, New York: Summary level: 160, state:36> place:55574",7551,3926,3625
"Parish village, New York: Summary level: 160, state:36> place:56341",182,136,46
"Pulaski village, New York: Summary level: 160, state:36> place:59960",933,456,477
"Redwood CDP, New York: Summary level: 160, state:36> place:61016",200,140,60
"Sackets Harbor village, New York: Summary level: 160, state:36> place:64408",816,290,526
"Cheektowaga CDP, New York: Summary level: 160, state:36> place:15000",33144,22965,10179
"Nelsonville village, New York: Summary level: 160, state:36> place:49781",238,193,45
"Rye Brook village, New York: Summary level: 160, state:36> place:64325",3369,2618,751
"Tuckahoe village, New York: Summary level: 160, state:36> place:75583",2741,1332,1409
"Elma Center CDP, New York: Summary level: 160, state:36> place:24141",1203,1094,109
"Middleport village, New York: Summary level: 160, state:36> place:46998",726,443,283
"Avoca village, New York: Summary level: 160, state:36> place:03331",362,260,102
"Montauk CDP, New York: Summary level: 160, state:36> place:48054",1380,1186,194
"Bloomingburg village, New York: Summary level: 160, state:36> place:06959",143,55,88
"Rock Hill CDP, New York: Summary level: 160, state:36> place:63132",535,482,53
"South Fallsburg CDP, New York: Summary level: 160, state:36> place:68968",807,228,579
"Champlain village, New York: Summary level: 160, state:36> place:13739",440,216,224
"Dannemora village, New York: Summary level: 160, state:36> place:19642",324,228,96
"Rushville village, New York: Summary level: 160, state:36> place:64199",268,198,70
"Newfane CDP, New York: Summary level: 160, state:36> place:50221",1526,1317,209
"Olcott CDP, New York: Summary level: 160, state:36> place:54540",491,374,117
"Elmont CDP, New York: Summary level: 160, state:36> place:24273",9804,7776,2028
"Greenport West CDP, New York: Summary level: 160, state:36> place:30581",1025,789,236
"Yorktown Heights CDP, New York: Summary level: 160, state:36> place:84088",616,446,170
"Fort Montgomery CDP, New York: Summary level: 160, state:36> place:26902",604,399,205
"Pine Bush CDP, New York: Summary level: 160, state:36> place:57980",657,347,310
"Walton Park CDP, New York: Summary level: 160, state:36> place:78063",798,777,21
"Salisbury CDP, New York: Summary level: 160, state:36> place:64842",3808,3499,309
"South Farmingdale CDP, New York: Summary level: 160, state:36> place:69001",4895,4541,354
"Bridgeport CDP, New York: Summary level: 160, state:36> place:08147",603,468,135
"North Syracuse village, New York: Summary level: 160, state:36> place:53660",3065,1903,1162
"Arkport village, New York: Summary level: 160, state:36> place:02583",361,262,99
"Savona village, New York: Summary level: 160, state:36> place:65354",332,251,81
"South Hill CDP, New York: Summary level: 160, state:36> place:69199",1161,619,542
"Hagaman village, New York: Summary level: 160, state:36> place:31291",655,573,82
"Morrisville village, New York: Summary level: 160, state:36> place:48593",262,193,69
"Andover village, New York: Summary level: 160, state:36> place:02143",367,243,124
"Norwich city, New York: Summary level: 160, state:36> place:53979",2990,1243,1747
"Lyons CDP, New York: Summary level: 160, state:36> place:43962",1457,976,481
"Gang Mills CDP, New York: Summary level: 160, state:36> place:28145",1763,1027,736
"Oakdale CDP, New York: Summary level: 160, state:36> place:54144",2838,2334,504
"Orient CDP, New York: Summary level: 160, state:36> place:55321",361,313,48
